|Nom|Format|Description|Prix/QTE|Prix
4311|Excell 5 - 4 Châtain Profond Naturel|La boîte|[Origine : FRANCE, Le 1er gel-crème recolorant spécialement conçu pour les hommes. Estompe les cheveux gris. Conserve le relief naturel de la chevelure. Ne vire pas au roux avec le temps. S'élimine harmonieusement. Sans ammoniaque, respecte les cheveux, même fragiles., Avec applicateur brosse exclusif. Facile : s'applique en quelques coups de brosse. Précis : permet une application partielle (tempes) ou sur toute la chevelure. Rapide : agit en 5 minutes. Pour les nuances 2 Brun Profond Naturel et 3 Brun Naturel, laissez pauser 10 minutes pour un résultat optimal. Important : la coloration peut provoquer une réaction allergique qui, dans certains cas rares, peut être grave. Il est obligatoire dans tous les cas, de faire un test d'allergie cutanée impérativement48 heures avant chaque utilisation de ce produit (se conformer à la notice). Ne pas utiliser si : vous avez déjà réagi à un produit de coloration, vous avez le cuir chevelu irrité ou abîmé. Tatouage henné noir : si vous avez fait, même une seule fois, un tatouage au henné noir, vous risquez d'être devenu allergique sans le savoir. Ne pas utiliser ce produit sans avoir effectué le test d'allergie cutanée, 48 heures avant l'utilisation du produit. Pensez à acheter votre produit à l'avance pour faire le test d'allergie cutanée 48 heures avant. Ne pas utiliser chez l'enfant. Tenir hors de la portée des enfants. Le révélateur (b) contient de l'eau oxygénée. Le produit colorant (a) contient : des diaminotoluènes, des diaminobenzènes, de la résorcine. Eviter le contact du produit avec la peau et les yeux, ne pas employer pour la coloration des cils et sourcils. Ne pas suivre cette consigne peut entraîner la cécité. Rincer immédiatement et abondamment les yeux si le produit entre en contact a, Gel-crème recolorant : aqua/water, deceth-3, laureth-12, oleth-30, deceth-5, trideceth-2 carboxamide mea, ethanolamine, glycerin, oleic acid, hexadimethrine chloride, oleyl alcohol, toluene-2,5-diamine, polyquaternium-6, 2,4-diaminophenoxyethanol hci, m-aminophenol, ascorbic acid, thiolactic acid, polyquaternium-24, 2-methylresorcinol, 2-methyl-5-hydroxyethylaminophenol-n.n-bis(2-hydroxyethyl)-p-phenylenediamine sulfate, resorcinol, edta, parfum/fragrance. (C39382/1). Révélateur : aqua/water, hydrogen peroxide, cetearyl alcohol, sodium stannate, trideceth-2 carboxamide mea, pentasodium pentetate, phosphoric acid, ceteareth-25, tetrasodium pyrophosphate, glycerin. (C13169/25). Sans ammoniaque.]|"
12,21€ / Pce"|"
12,21 €"
4312|Excell 5 - 5 Châtain Naturel|La boîte|[Origine : FRANCE, Le 1er gel-crème recolorant spécialement conçu pour les hommes. Estompe les cheveux gris. Conserve le relief naturel de la chevelure. Ne vire pas au roux avec le temps. S'élimine harmonieusement. Sans ammoniaque, respecte les cheveux, même fragiles., Avec applicateur brosse exclusif. Facile : s'applique en quelques coups de brosse. Précis : permet une application partielle (tempes) ou sur toute la chevelure. Rapide : agit en 5 minutes. Pour les nuances 2 Brun Profond Naturel et 3 Brun Naturel, laissez pauser 10 minutes pour un résultat optimal. Important : la coloration peut provoquer une réaction allergique qui, dans certains cas rares, peut être grave. Il est obligatoire dans tous les cas, de faire un test d'allergie cutanée impérativement48 heures avant chaque utilisation de ce produit (se conformer à la notice). Ne pas utiliser si : vous avez déjà réagi à un produit de coloration, vous avez le cuir chevelu irrité ou abîmé. Tatouage henné noir : si vous avez fait, même une seule fois, un tatouage au henné noir, vous risquez d'être devenu allergique sans le savoir. Ne pas utiliser ce produit sans avoir effectué le test d'allergie cutanée, 48 heures avant l'utilisation du produit. Pensez à acheter votre produit à l'avance pour faire le test d'allergie cutanée 48 heures avant. Ne pas utiliser chez l'enfant. Tenir hors de la portée des enfants. Le révélateur (b) contient de l'eau oxygénée. Le produit colorant (a) contient : des diaminotoluènes, des diaminobenzènes, de la résorcine. Eviter le contact du produit avec la peau et les yeux, ne pas employer pour la coloration des cils et sourcils. Ne pas suivre cette consigne peut entraîner la cécité. Rincer immédiatement et abondamment les yeux si le produit entre en contact a, Gel-crème recolorant : aqua/water, deceth-3, laureth-12, oleth-30, deceth-5, trideceth-2 carboxamide mea, ethanolamine, glycerin, oleic acid, hexadimethrine chloride, oleyl alcohol, toluene-2,5-diamine, polyquaternium-6, 2,4-diaminophenoxyethanol hci, m-aminophenol, ascorbic acid, thiolactic acid, polyquaternium-24, 2-methylresorcinol, n.n-bis (2-hydroxyethyl) - p - phenylenediamine sulfate, resorcinol, edta, parfum/fragrance. (C37686/1). Révélateur : aqua/water, hydrogen peroxide, cetearyl alcohol, sodium stannate, trideceth-2 carboxamide mea, pentasodium pentetate, phosphoric acid, ceteareth-25, tetrasodium pyrophosphate, glycerin. (C13169/25). Sans ammoniaque.]|"
12,21€ / Pce"|"
12,21 €"
4313|Coloration Crème Brun N°20|La boîte|[Origine : FRANCE, Un gel colorant haute performance spécialement conçu pour les hommes. Un résultat naturel garanti en seulement 5 min et une application aussi facile qu'un shampooing., 5 min suffisent quel que soit le résultat souhaité. Pour obtenir un résultat naturel, choisir la nuance la plus proche de votre couleur naturelle. Si vous avez un fort pourcentage de cheveux blancs, optez pour une nuance un peu plus claire. Les colorants capillaires peuvent provoquer des réactions allergiques sévères. Lire et suivre les instructions. Ce produit n'est pas destiné à être utilisé sur les personnes de moins de seize ans. Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d'allergie. Ne vous colorez pas les cheveux si : vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé, vous avez déjà fait une réaction après avoir coloré vos cheveux, vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné. Pour réduire ces risques faire un test d'alerte allergie 48 heures avant chaque utilisation. Porter des gants appropriés mono usage présents dans l'étui. Eviter le contact avec les yeux. En cas de contact, rincer les yeux immédiatement et abondamment à l'eau claire pendant 10 min. Si vous portez des lentilles, retirez les avant de rincer les yeux abondamment à l'eau. Consulter un spécialiste. Ne pas utiliser pour teindre lescils et les sourcils ou pour un autre usage que la coloration des cheveux. Bien rincer les cheveux après l'application du mélange. Ne pas conserver le mélange pour une application ultérieure. Ne pas laisser à la portée des enfants. Se conformer à la, Crème colorante : aqua/water/eau, deceth-3, oleic acid, ethanolamine, glycerin, resorcinol, p-phenylenediamine, sodium metabisulfite, carbomer, sodium laureth sulfate, parfum (fragrance), polyquaternium-22, m-aminophenol, ascorbic acid, limonène, pentasodium pentetate, n,n-bis(2-hydroxyethyl)-p-phenylenediamine sulfate, 2,4-diaminophenoxyethanol sulfate, phenyl methyl pyrazolone, quaternium-80, propylène glycol, linalool, citronellol, (f01). Révélateur : aqua/water/eau, hydrogen peroxide, cetearyl alcohol, trideceth-2 carboxamide mea, ceteareth-33, glycerin, phosphoric acid, pentasodium pentetate, sodium stannate, tetrasodium pyrophosphate, (f12). Shampooing : aqua/water/eau, sodium laureth sulfate, peg-4 rapeseedamide, cocamidopropyl betaine, peg-60 hydrogenated castor oil, c11-15 pareth-5, parfum (fragrance), linoleamidopropyl pg-dimonium chloride phosphate, trimethylsilylamodimethicone, c11-15 pareth-9, polyquaternium-10, limonène, peg-15 cocopolyamine, benzophénone-4, citrus aurantium dulcis (orange) peel oil, propylène glycol, peg-40 hydrogenated castor oil, glucose, trideceth-9, linalool, yellow 5 (cl19140), methylchloroisothiazolinone, panax ginseng root extract, green 5 (cl61570), methylisothiazolinone, citral, citronellol, citric acid, sodium chloride, (f01).]|"
12,35€ / Pce"|"
12,35 €"
4314|Coloration Crème Châtain Foncé N°30|La boîte de 85ml|[Origine : FRANCE, Un gel colorant haute performance spécialement conçu pour les hommes. Un résultat naturel garanti en seulement 5 min et une application aussi facile qu'un shampooing., 5 min suffisent quel que soit le résultat souhaité. Pour obtenir un résultat naturel, choisir la nuance la plus proche de votre couleur naturelle. Si vous avez un fort pourcentage de cheveux blancs, optez pour une nuance un peu plus claire. Les colorants capillaires peuvent provoquer des réactions allergiques sévères. Lire et suivre les instructions. Ce produit n'est pas destiné à être utilisé sur les personnes de moins de seize ans. Les tatouages temporaires noirs à base de henné peuvent augmenter le risque d'allergie. Ne vous colorez pas les cheveux si : vous présentez une éruption cutanée sur le visage ou si votre cuir chevelu est sensible, irrité ou abîmé, vous avez déjà fait une réaction après avoir coloré vos cheveux, vous avez fait par le passé une réaction à un tatouage temporaire noir à base de henné. Pour réduire ces risques faire un test d'alerte allergie 48 heures avant chaque utilisation. Porter des gants appropriés mono usage présents dans l'étui. Eviter le contact avec les yeux. En cas de contact, rincer les yeux immédiatement et abondamment à l'eau claire pendant 10 min. Si vous portez des lentilles, retirez les avant de rincer les yeux abondamment à l'eau. Consulter un spécialiste. Ne pas utiliser pour teindre lescils et les sourcils ou pour un autre usage que la coloration des cheveux. Bien rincer les cheveux après l'application du mélange. Ne pas conserver le mélange pour une application ultérieure. Ne pas laisser à la portée des enfants. Se conformer à la, Crème colorante : aqua/water/eau, deceth-3, oleic acid, ethanolamine, glycerin, resorcinol, p-phenylenediamine, sodium metabisulfite, carbomer, sodium laureth sulfate, parfum (fragrance), polyquaternium-22, ascorbic acid, m-aminophenol, limonène, pentasodium pentetate, n,n-bis(2-hydroxyethyl)-p-phenylenediamine sulfate, phenyl methyl pyrazolone, 2,4-diaminophenoxyethanol sulfate, quaternium-80, propylène glycol, linalool, citronellol, (F01). Révélateur : aqua/water/eau, hydrogen peroxide, cetearyl alcohol, trideceth-2 carboxamide mea, ceteareth-33, glycerin, phosphoric acid, pentasodium pentetate, sodium stannate, tetrasodium pyrophosphate, (f12). Shampooing : aqua/water/eau, sodium laureth sulfate, peg-4 rapeseedamide, cocamidopropyl betaine, peg-60 hydrogenated castor oil, c11-15 pareth-5, parfum (fragrance), linoleamidopropyl pg-dimonium chloride phosphate, trimethylsilylamodimethicone, c11-15 pareth-9, polyquaternium-10, limonène, peg-15 cocopolyamine, benzophénone-4, citrus aurantium dulcis (orange) peel oil, propylène glycol, peg-40 hydrogenated castor oil, glucose, trideceth-9, linalool, yellow 5 (cl19140), methylchloroisothiazolinone, panax ginseng root extract, green 5 (cl61570), methylisothiazolinone, citral, citronellol, citric acid, sodium chloride, (f01).]|"
12,35€ / Pce"|"
12,35 €"
4316|Coloration Crème Noir N°10|La boîte|[Origine : FRANCE, Estompe durablement les cheveux blancs. Résultat garanti 6 semaines. Sans ammoniaque, la coloration Pétrole Hahn respecte vos cheveux. Le shampooing post coloration enrichi en citrus et en Ginseng, assure à vos cheveux force et vitalité.]|"
12,35€ / Pce"|"
12,35 €"
4318|50 Châtain clair naturel, gel-soin colorant, résultat naturel assuré|La boîte|[Origine : FRANCE, Men Perfect est un gel-soin colorant spécialement développé pour les hommes, qui masque, de manière naturelle et discrète, les cheveux blancs. La formule s'ajuste à votre couleur d'origine pour un résultat impeccable. Un résultat si naturel que personne ne le remarquera, s'estompe en 24 shampooings. Résultat assuré avec le Speed System. Complexe naturel ginseng-kératine., Emulsion révélatrice : aqua, hydrogen peroxide, acrylates copolymer, etidronic acid, sodium laureth sulfate, 2.6-dicarboxypyridine, disodium pyrophosphate, dimethicone. Gel-soin colorant : aqua : coconut alcohol, laureth-2, oleic acid, ethanolamine,ceteareth-50, propylene glycol, arginine, sodium laureth sulfate, isopropyl myristate, ascorbic acid, sodium sulfite, sodium silicate, etidronic acid, 4-chlororesorcinol, resorcinol, toluene-2,5-diamine, 6-methoxy-2-methylamino-3-aminopyridine hcl, 1,5-naphthalenediol, 4-amino-2-hydroxytoluene, hydrolyzed keratin, panax ginseng root extract, parfum, linalool, limonene., Rapide et facile à utiliser grâce à l'innovation Speed System : mélangez, appliquez avec le Speed Applicateur, laissez agir, rincez. C'est fini ! Attention : contient de l'eau oxygénée, des diaminotoluènes et de la résorcine. Peut provoquer une réaction allergique. Eviter le contact du produit avec les yeux. Rincer immédiatement les yeux si le produit entre en contact avec ceux-ci. Ne pas employer pour la coloration des cils et des sourcils. Bien rincer les cheveux après application. Porter desgants appropriés. Garder hors de la portée des enfants. Se conformer à la notice. Les colorants pour cheveux peuvent provoquer des réactions allergiques qui peuvent être graves dans de rares cas. Les tatouages peuvent accroître le risque d'allergie àce produit. Effectuez un test de sensibilité de la peau 48 heures avant l'utilisation de cette coloration, même si vous avez déjà utilisé des produits de coloration avant. Ainsi il est préférable d'acheter le produit 48 heures à l'avance. A ne pas utiliser si : - vous avez déjà eu une réaction à des produits de coloration, - votre cuir chevelu est sensible, irrité ou s'il présente des lésions. Dans ces cas-là, consultez un médecin avant d'utiliser tout produit colorant. Lisez et suivez attentivement les instructions dans le mode d'emploi du produit. Ce produit n'est pas destiné à être utilisé sur des enfants.]|"
12,86€ / Pce"|"
12,86 €"
4319|60 châtain naturel, gel-soin colorant, ton sur ton, s'estompe en 24 shampooings, speed system|La boîte|[Origine : FRANCE, Couleur naturelle, spécialement conçue pour les hommes. Men Perfect est un gel-soin colorant spécialement développé pour les hommes, qui masque naturellement les premiers cheveux blancs. La formule s'ajuste à votre couleur d'origine pour un résultatimpeccable. Un résultat si naturel que personne ne le remarquera, s'estompe en 24 shampooings., Lisez et suivez attentivement les instructions dans le mode d'emploi du produit. Rapide et facile à utiliser en 5 minutes seulement grâce à l'innovation Speed System : mélangez, appliquez avec le Speed Applicateur, rincez au bout de 5 minutes, c'estterminé.  Attention : contient de l'eau oxygénée, des diaminotoluènes et de la résorcine. Peut provoquer une réaction allergique. Eviter le contact du produit avec les yeux. Rincer immédiatement les yeux si le produit entre en contact avec ceux-ci. Ne pas employer pour la coloration des cils et des sourcils. Bien rincer les cheveux après application. Porter des gants appropriés. Garder hors de la portée des enfants. Se conformer à la notice. Les colorants pour cheveux peuvent provoquer des réactions allergiques qui peuvent être graves dans de rares cas. Les tatouages peuvent accroître le risque d'allergie à ce produit. Effectuez un test de sensibilité de la peau 48 heures avant l'utilisation de cette coloration, même si vous avez déjà utilisé des produits de coloration avant. Ainsi il est préférable d'acheter le produit 48 heures à l'avance. A ne pas utiliser si : vous avez déjà eu une réaction à des produits de coloration, votre cuir chevelu est sensible, irrité ou s'il présente des lésions. Dans ces cas-là, consultez un médecin avant d'utiliser tout produit colorant. Ce produit n'est pas destiné à être utilisé sur des enfants., Emulsion révélatrice : aqua, hydrogen peroxide, acrylates copolymer, etidronic acid, sodium laureth sulfate, 2.6-dicarboxypyridine, disodium pyrophosphate, dimethicone. Gel-soin colorant : aqua, ethanolamine, coconut alcohol, laureth-2, oleic acid, propylene glycol, arginine, ceteareth-50, sodium laureth sulfate, isopropyl myristate, ascorbic acid, sodium sulfite, sodium silicate, etidronic acid, hydrolyzed keratin, panax ginseng, limonene, linalool, parfum (+/- toluene-2.5-diamine sulfate, 4-amino-m-cresol, hydroxyethyl-p-phenylenediamine sulfate, 1.3-bis-(2.4-diaminophenoxy) propane hcl, 2.7-naphthalenediol, 1.5-naphthalenediol, resorcinol, 4-chlororesorcinol, 2-methylresorcinol, m-aminophenol, 4-amino-2-hydroxytoluene, 2.4-diaminophenoxyethanol hcl, 5-amino-6-chloro-o-cresol 6-methoxy-2-methylamino-3-amino pyridine hcl, 2-amino-3-hydroxypyridine). Contient de l'eau oxygénée, des diaminotoluènes et de la résorcine.]|"
12,97€ / Pce"|"
12,97 €"
4320|80 brun naturel, gel-soin colorant, résultat naturel assuré|La boîte|[Origine : FRANCE, Men Perfect est un gel-soin colorant spécialement développé pour les hommes, qui masque naturellement les premiers cheveux blancs. La formule s'ajuste à votre couleur d'origine pour un résultat impeccable.Un résultat si naturel que personne ne le remarquera, s'estompe en 24 shampooings. Résultat assuré en 5 minutes avec le Speed System. Complexe naturel ginseng-kératine., Rapide et facile à utiliser en 5 minutes seulement grâce à l'innovation Speed System : mélangez, appliquez avec le speed applicateur, rincez au bout de 5 minutes, c'est terminé. Attention : contient de l'eau oxygénée, des diaminotoluènes et de la résorcine. Peut provoquer une réaction allergique. Eviter le contact du produit avec les yeux. Rincer immédiatement les yeux si le produit entre en contact avec ceux-ci. Ne pas employer pour la coloration des cils et des sourcils. Bien rincer les cheveux après application. Porter des gants appropriés. Garder hors de la portée des enfants. Se conformer à la notice. Les colorants pour cheveux peuvent provoquer des réactions allergiques qui peuvent être graves dans de rares cas. Les tatouages peuventaccroître le risque d'allergie à ce produit. Effectuez un test de sensibilité de la peau 48 heures avant l'utilisation de cette coloration, même si vous avez déjà utilisé des produits de coloration avant. Ainsi il est préférable d'acheter le produit48 heures à l'avance. A ne pas utiliser si : - vous avez déjà eu une réaction à des produits de coloration, - votre cuir chevelu est sensible, irrité ou s'il présente des lésions. Dans ces cas-là, consultez un médecin avant d'utiliser tout produit colorant. Lisez et suivez attentivement les instructions dans le mode d'emploi du produit. Ce produit n'est pas destiné à être utilisé sur des enfants., Emulsion révélatrice : aqua, hydrogen peroxide, acrylates copolymer, etidronic acid, sodium laureth sulfate, 2,6-dicarboxypyridine, disodium pyrophosphate, dimethicone. - Gel-soin colorant : aqua, ethanolamine, coconut alcohol, laureth-2, oleic acid,propylene glycol, arginine, ceteareth-50, sodium laureth sulfate, isopropyl myristate, ascorbic acid, sodium sulfite, sodium silicate, etidronic acid, hydrolyzed keratin, panax ginseng, limonène, linalool, parfum (+/- toluène-2,5-diamine sulfate, 4-amino-m-cresol, hydroxyethyl-p-phenylene diamine sulfate, 1,3-bis-(2,4-diaminophenoxy) propane HCL, 2,7-naphthalenediol, 1,5-naphthalenediol, resorcinol, 4-chlororesorcinol, 2-methylresorcinol, m-aminophenol, 4-amino-2-hydroxytoluene, 2,4-diaminophenoxyethanol HCL, 5-amino-6-chloro-o-cresol, 6-methoxy-2-methylamino-3-aminopyridine HCL, 2-amino-3-hydroxypyridine).]|"
12,86€ / Pce"|"
12,86 €"
4323|Hydra Energetic Maxi Désaltérant|La boîe de 50 ml|[Origine : FRANCE, Cette formule brevetée innovante associe des minéraux de sels marins à des actifs absorbants pour fournir à votre peau une hydratation longue durée, sans brillance. Ce gel ultra frais réveille votre peau et calme le feu du rasoir. Une formule non grasse (permet à votre peau de respirer), non collante (pénètre rapidement) et anti-brillance., Appliquer sur l'ensemble du visage matin et/ou soir sur une peau propre., Aqua, glycerin, alcohol denat, dimethicone, isononyl isononanoate, mentha piperita extract/peppermint leaf extract, carbomer, caffeine, sodium hydroxide, silica silylate, maris aqua/sea water, peumus boldus leaf extract, ascorbyl glucoside, caprylylglycol, trisodium ethylenediamine disuccinate, biosaccharide gum-1, xanthan gum, ethyl menthane carboxamide, phenoxyethanol, CI19140/yellow5, CI42090/blue1, linalool, parfum/fragrance. (FIL B54683/1)., 12 mois après ouverture.]|"
226,40€ / L"|"
11,32 €"
4324|Hydra Energetic X Flash Bronzer, Sans autobronzant|Le flacon de 50ml|[Origine : ALLEMAGNE, Ce gel translucide foncé est ultra-frais et pénètre instantanément pour un effet ultra-naturel & indétectable, sans traces., Appliquer 2 noisettes de gel sur une peau propre. Réappliquer pour un résultat plus intense. Eviter le contour des yeux., Aqua, alcohol denat, glycerin, butylene glycol, bis-peg-18 methyl ether dimethyl silane, peg-7 glyceryl cocoate, ammonium polyacryl dimethyl tauramide, ascorbyl glucoside, caffeine, CI15510, CI17200, CI19140, CI61570, ethyl menthane carboxamide, limonene, linalool, mentha piperita extract, menthol, panthenol, peg-60 hydrogenated castor oil, sodium citrate, sodium hyaluronate, sodium polyacrylate, parfum (FIL B49751/3)., 18 mois après ouverture.]|"
267,60€ / L"|"
13,38 €"
4325|Hydra Energetic X Gel Nettoyant Charbon|Le tube de 150ml|[Origine : ALLEMAGNE, La formule agit comme un aimant sur la peau pour capturer & éliminer toutes les impuretés et combattre les problèmes causés par les agressions urbaines : points noirs, peau, pores dilatés etc, Appliquer une noix de gel sur l'ensemble du visage humidifié, faire mousser en se concentrant sur le front, le nez et le menton. Rincer abondamment. Utiliser tous les jours pour une peau parfaitement nettoyée. Eviter le contour des yeux. En cas de contact avec les yeux, rincer immédiatement., Aqua, glycerin, myristic acid, stearic acid, palmitic acid, potassium hydroxide, lauric acid, butylene glycol, sorbitol, glyceryl stearate se, peg-8, ascorbyl glucoside, charcoal, powder, CI 77499/iron oxides, citric acid, limonene, linalool, menthapiperita extract/peppermint leaf extract, methylisothiazolinone, moringa pterygosperma seed extract, polyglycerin-10, polyglyceryl-10 myristate, polyglyceryl-10 stearate, polyquaternium-4, salicylic acid, tetrasodium edta, parfum (fil C50508/1)., 12 mois après ouverture.]|"
54,87€ / L"|"
8,23 €"
4326|Hydra Energetic X Taurine Boost|Le flacon de 50ml|[Origine : ALLEMAGNE, Innovation : pour la 1ère fois Men Expert intègre de la taurine et de la vitamine C dans un soin booster de peau pour une action ultra-energisante.Cette formule 'traitement de choc' contre la fatigue hydrate, détoxifie et rebooste le processus de renouvellement cellulaire pour combattre les traits gonflés, la peau plissée et le visage desséché. Instantanément, votre peau semble plus saine, tonifiée comme rechargée., Appliquer sur peau propre matin et/ou soir. Eviter le contour des yeux., Aqua, alcohol denat, glycerin, hydroxyethylpiperazine ethane sulfonic acid, bis-peg-18 methyl ether dimethyl silane, butylene glycol, peg-7 glyceryl cocoate, acrylate crosspolymer, ascorbyl glucoside, caffeine, CI 15985/yellow 6, CI 16035/red 40, ethyl menthane carboxamide, limonene, linalool, mentha piperita extract/peppermint leaf extract, menthol, peg-60 hydrogenated castor oil, sodium hyaluronate, sodium polyacrylate, taurine, zea mays extract/corn kernel extract, parfum. (B49095/1)., 18 mois après ouverture.]|"
279,20€ / L"|"
13,96 €"
4327|Hydra Energetic X Visage + Barbe de 3 Jours|Le flacon de 50ml|[Origine : FRANCE]|"
277,80€ / L"|"
13,89 €"
4329|Hydra Sensitive Soin|Le flacon de 50ml|[Origine : FRANCE, Hydra Sensitive est le 1er soin Men Expert qui agit pour donner aux peaux sensibles les moyens de se défendre et résister durablement aux agressions extérieures.4 minéraux fortifiants pour une peau protégée ! Manganèse : détoxifiant. Calcium : reconstituant. Magnésium : énergisant. Cuivre : anti-oxydant., Le matin sur une peau propre. Appliquer sur l'ensemble du visage en évitant le contour des yeux. Non gras, non collant, pénètre immédiatement., Aqua/water, glycerin, cyclohexasiloxane, hydrogenated polyisobutene, ammonium polyacryldimethyltauramide/ammonium polyacryloyldimethyl taurate, myristyl myristate, mentha piperita extract/peppermint leaf extract, stearic acid, linalool, potassium cetyl phosphate, calcium pantetheine sulfonate, glyceryl stearate se, manganese gluconate, sodium hydroxide, magnesium gluconate, ascorbyl glucoside, limonene, copper gluconate, capryloyl glycine, xanthan gum, polyphosphorylcholine glycol acrylate, acrylates copolymer, butylene glycol, caprylyl glycol, parfum/fragrance, methylparaben. (B35456/1). Sans alcool, sans colorant., 12 mois après ouverture.]|"
218,20€ / L"|"
10,91 €"
4330|Pur & Mat Gel Désincrustant|Le tube de 150ml|[Origine : FRANCE, Action 1 : désincruste les pores encrassés. Action 2 : renforce la résistance naturelle de la peau. Résultat : moins d'irritations, moins de tiraillements, plus de confort., Appliquer le gel désincrustant sur le visage humidifié, masser, puis rincer. Utiliser matin ou soir pour une peau saine et fraîche. Eviter le contour des yeux., Aqua/water, glycerin, tea-lauryl sulfate, polyethylene, PEG-60 hydrogenated castor oil, acrylates/steareth-20 methacrylate copolymer, lithium magnesium sodium silicate, triethanolamine, coco-glucoside, decyl glucoside, sodium lauroyl oat amino acids,sodium diatomeae/diatomaceous earth, mentha piperita extract/peppermint leaf extract, benzophenone-4, disodium EDTA, alcohol, sodium lauryl sulfate, alumina, DMDM hydantoin, sodium methylparaben, methylparaben, phenoxyethanol, Cl42090/blue 1 lake, parfum/fragrance, limonene (B27095/1)., 12 mois après ouverture.]|"
51,40€ / L"|"
7,71 €"
4331|Pure Power Gel Nettoyant 5 en 1|Le tube de 150 ml|[Origine : FRANCE, Découvrez le pouvoir du charbon magnétique, un actif reconnu pour ses propriétés purifiantes. La formule contient également de l'acide salicylique assainissant et du menthol rafraîchissant pour une action nettoyante complète. Il combat en un seul geste 5 types d'imperfection de la peau : spots, impuretés, pores encrassés, excès de sébum et marques. Innovation Pure Power : la 1ère gamme de soins anti-imperfections 100% développée pour les hommes., Appliquer une noix de gel sur l'ensemble du visage humidifié et masser légèrement pour faire mousser. Insister sur le front, le nez et le menton. Rincer abondamment. Utiliser tous les jours pour une peau parfaitement nettoyée. Eviter le contour des yeux. En cas de contact avec les yeux, rincer immédiatement., Aqua/water, glycerin, myristic acid, stearic acid, palmitic acid, potassium hydroxide, lauric acid, butylene glycol, sorbitol, glyceryl stearate se, peg-8, ascorbyl glucoside, charcoal power, Cl77499/iron oxides, citric acid, limonene, linalool, mentha piperita extract/peppermint leaf extract,  menthol, methylisothiazolinone, moringa pterygosperma seed extract, polyglycerin-10, polyglyceryl-10 myristate, polyglyceryl-10 stearate, polyquaternium-4, salicylic acid, tetrasodium edta, parfum/fragrance (F.I.L. C160295/1)., 12 mois après ouverture.]|"
47,33€ / L"|"
7,10 €"
4332|Pure Power Gel Ultra-Désincrustant|Le tube de 150ml|[Origine : FRANCE, Il élimine l'excès de sébum, les impuretés et les cellules mortes pour laisser les pores à nouveau respirer. Après 4 semaines d'utilisation, -100% de pores obstrués. La 1ère gamme des soins anti-imperfections 100% développée pour les hommes, Appliquer une noix de gel sur l'ensemble du visage humidifié et masser légèrement pour faire mousser. Insister sur le front, le nez et le menton. Rincer abondamment. Utiliser tous les jours pour une peau parfaitement nettoyée. Eviter le contour des yeux. En cas de contact avec les yeux, rincer immédiatement., Aqua/water, glycerin, cetyl alcohol, stearic acid, peg-7 glyceryl cocoate, sodium laureth sulfate, palmitic acid, steareth-21, polyethylene, salicylic acid, coco-betaine, stearyl alcohol, ccaccinium myrtillus fruit extract, zinc gluconate, sodium chloride, sodium hydroxide, myristic acid, myristyl alcohol, ammonium polyacryloyldimethyl taurate, propylene glycol copper pca, capryloyl salicylic acid, trisodium ethylenediamine disuccinate, synthetic wax, menthol, polysorbate 60, CI42090/blue 1 lake, CI47005/acid yellow 3, CI77007/ultramarines, linalool, limonene, butylphenyl methylpropional, parfum/fragrance (F.I.L. B158841/4)., 12 mois après ouverture.]|"
46,60€ / L"|"
6,99 €"
4333|Soin hydratant anti fatigue 24h|Le flacon pompe de 50ml|[Origine : POLOGNE]|"
109,73€ / L"|"
8,23 €"
4334|Soin hydratant Pure Power|Le flacon de 50ml|[Origine : FRANCE]|"
144,00€ / L"|"
7,20 €"
4335|Stop Rides Anti-Rides d'Expression|La boîte de 50ml|[Origine : FRANCE, Action 1 : efficacité anti-rides prouvée. Action 2 : renforce la résistance naturelle de la peau. Protection UV quotidienne : pour lutter contre le vieillissement accéléré lié aux UV.Enrichi en Boswelox pour s'opposer aux micro-contractions de la peau à l'origine des rides, Stop Rides décrispe la peau pour corriger les rides. Dès 1 heure : rides d'expression lissées, en 4 semaines : rides visiblement réduites, traits détendus, décontractés, expression rajeunie., Le matin et/ou le soir sur une peau nettoyée. Utiliser sur tout le visage, en insistant sur les rides d'expression. Appliqué après le rasage, Stop Rides calme le feu du rasoir., Aqua/water, cyclohexasiloxane, glycerin, hydrogenated polyisobutene, dipropylene glycol, drometrizole trisiloxane, polysilicone-8, ethylhexyl methoxycinnamate, ammonium polyacryloyldimethyl taurate, tocopheryl acetate, nylon-12, boswelia serrata/boswellia serrata extract, manganese gluconate, sodium hydroxide, biosaccharide gum-1, mentha piperita/peppermint leaf extract, phenoxyethanol, imidazolidinyl urea, methylparaben, butylparaben, ethylparaben, propylparaben, isobutylparaben, disodium edta,parfum/fragrance, limonene, linalool, hydroxyisohexyl 3-cyclohexene carboxaldehyde. (B8728/3)., 12 mois après ouverture.]|"
217,40€ / L"|"
10,87 €"
