|Nom|Format|Description|Prix/QTE|Prix
2097|Lingettes démaquillantes surper confort, efficace sur maquillage waterproof, peaux normales à sèches.|Le paquet de 25 lingettes alvéolées|[Origine : FRANCE, Enrichies en extrait de rose protecteur et en vitamine E, elles démaquillent sans dessécher et laissent une sensation de confort immédiat., Soulevez la languette adhésive. Sortez une lingette et démaquillez votre visage. Inutile de rincer., Aqua/water, glycerin, ammonium polyacryldimethyltauramide/ammonium polyacryloyldimethyl taurate, benzyl alcohol, benzyl salicylate, cetyl alcohol, citric acid, citronellol, disodium edta, glyceryl stearate, hexyl cinnamal, hydroxycitronellal, isopropyl palmitate, linalool, myrtrimonium bromide, peg-100 stearate, phenoxyethanol, prunus amygdalus dulcis oil/sweet almond oil, rosa gallica extract/rosa gallica flower extract, sodium benzoate, tocopherol, xanthan gum, parfum/fragrance. (FIL B162735/2)., 3 mois après ouverture. Refermez immédiatement la languette adhésive pour éviter le dessèchement des lingettes.]|"
0,18€ / Pce"|"
4,62 €"
2098|Lingettes de toilette bienfaisantes|Le paquet de 25|[Origine : FRANCE]|"
0,18€ / Pce"|"
4,62 €"
2099|Lingettes démaquillantes biodégradables, tous types de peau.|Le paquet de 25 lingettes|[Origine : PAYS-BAS, Délicatement démaquillée, votre peau est incroyablement nette, soyeuse et fraîche. Elle est naturellement radieuse., Utilisez quotidiennement le matin et le soir. Nettoyez délicatement le visage, le cou et les yeux. Refermez soigneusement la languette adhésive après chaque utilisation pour éviter le dessèchement des lingettes., Aqua, isopropyl stearate, argania spinosa kernel oil, aloe barbadensis leaf juice, tocopherol, glycerin, vp/hexadecene copolymer, ethylhexylglycerin, sodium acrylates/c10-30 alkyl acrylate crosspolymer, phenoxyethanol, methylisothiazolinone, linalool, limonene, citronellol, benzyl alcohol, butylphenyl methylpropional, alpha isomethyl ionone, geraniol, parfum. Sans paraben, silicone, colorant, huile minérale, alcool., Refermez soigneusement la languette adhésive après chaque utilisation pour éviter le dessèchement des lingettes.]|"
0,17€ / Pce"|"
4,32 €"
2100|Lingettes démaquillantes douceur, peaux sèches et sensibles|Les 25 lingettes|[Origine : FRANCE, Elles démaquillent efficacement en un seul geste le visage, le cou et les yeux tout en respectant l'équilibre naturel d'hydratation de la peau. Elles Eliminent le maquillage même waterproof. Délicatement démaquillée, votre peau est incroyablement nette, hydratée et apaisée. Vous ressentez une agréable sensation de confort, vous rayonnez., Nettoyez délicatement le visage, le cou et les yeux en gardant les yeux fermés., Valeur énergétique en Joules :  0, Valeur énergétique en Kcal : 0, Glucides : 0, Lipides : 0, Protides :0, Aqua, isopropyl stearate, glycerin, dimethicone, methylpropanediol, prunus amygdalus dulcis oil, calendula officinalis flower extract, polyglyceryl-3 methylglucose distearate, sodium acrylates / C10-30 alkyl acrylate crosspolymer, glycine soja oil, 1,2-hexanediol, phenoxyethanol, methylparaben, limonene, linalool, hydroxyisohexyl 3-cyclohexene carboxaldehyde, benzyl alcohol, citronellol, alpha-isomethyl ionone, geraniol, butylphenyl methylpropional, benzyl salicylate, hexyl cinnamal, parfum., 6 mois après ouverture. Refermez soigneusement la languette adhésive après chaque utilisation pour éviter le dessèchement des lingettes.]|"
0,17€ / Pce"|"
4,32 €"
2101|Lingettes démaquillantes fraîcheur|Les 25 lingettes|[Origine : FRANCE, Démaquillent et dynamisent la peau. Eliminent le maquillage même waterproof. Pour une belle peau incroyablement fraîche. Extrait de lotus & vitamines dynamisantes.Démaquillent efficacement en un seul geste le visage, le cou et les yeux en respectantl'équilibre naturel d'hydratation de la peau. Délicatement démaquillée, votre peau est parfaitement nette, hydratée et vivifiée. Vous ressentez une incroyable sensation de fraîcheur, vous rayonnez., Nettoyez délicatement le visage, le cou et les yeux en gardant les yeux fermés. Refermez soigneusement la languette adhésive après chaque utilisation pour éviter le dessèchement des lingettes., Aqua, isopropyl stearate, nelumbium speciosum extract, panthenol, tocopheryl acetate, glycerin, vp/hexadecene copolymer, sodium acrylates/C10-30 alkyl acrylate crosspolymer, propylene glycol, phenoxyethanol, methylparaben, methylisothiazolinone, limonene, linalool, hydroxyisohexyl 3-cyclohexene carboxaldehyde, benzyl alcohol, citronellol, alpha-isomethyl ionone, geraniol, butylphenyl methylpropional, benzyl salicylate, hexyl cinnamal, parfum. Sans alcool., A consommer dans les 6 mois après ouverture.]|"
0,17€ / Pce"|"
4,32 €"
2102|Eau démaquillante, micellaire, peaux et yeux sensibles, extrait dconcombre, vitamine E*.|Le flacon de 200ml|[Origine : FRANCE, L'eau démaquillante a été spécialement conçue pour vous assurer un démaquillage doux du visage et des yeux.Sans alcool, enrichie en vitamine E et en extrait de concombre, elle purifie votre peau et la rafraîchit sans laisser de film gras., Appliquez matin et soir sur un coton puis démaquillez délicatement votre visage et vos yeux, sans frotter. Inutile de rincer., Aqua, polysorbate 20, peg-7 glyceryl cocoate, peg-8, peg-40 hydrogenated castor oil, parfum, tocopheryl acetate, 1,2-hexanediol, caprylic glycol, citric acid, disodium edta, sodium hydroxide, cucumis sativus fruit extract, glycerin, methylisothiazolinone, tropolone, potassium sorbate, sodium benzoate., Se conserve 6 mois après utilisation.]|"
14,85€ / L"|"
2,97 €"
2103|Eau démaquillante micellaire, peaux et yeux sensibles, vitamine E*.|Le flacon de 500ml|[Origine : FRANCE, Sans alcool, enrichie en vitamine E et en extrait de concombre, elle purifie votre peau et la rafraîchit sans laisser de film gras. Votre peau est fraîche et tonifiée., Appliquez matin et soir sur un coton puis démaquillez délicatement votre visage et vos yeux sans frotter. Inutile de rincer., Aqua, polysorbate 20, peg-7 glyceryl cocoate, peg-8, peg-40 hydrogenated castor oil, parfum, tocopheryl acetate, 1,2 hexanediol, caprylyl glycol, citric acid, disodium edta, sodium hydroxide, cucumis sativus fruit extract, glycerin, methylisothiazolinone, tropolone, potassium sorbate, sodium benzoate., 6 mois après ouverture.]|"
11,72€ / L"|"
5,86 €"
2104|Eau démaquillante micellaire à la vitamine E, peaux et yeux sensibles|Le flacon de 100ml|[Origine : FRANCE, Extrait de concombre., Aqua, polysorbate 20, PEG-7 glyceryl cocoate, PEG-8, PEG-40 hydrogenated castor oil, parfum, tocopheryl acetate, 1,2-hexanediol, caprylyl glycol, citric acid, disodium EDTA, sodium hydroxide, cucumis sativus fruit extract, glycerin, methylisothiazolinone, tropolone, potassium sorbate, sodium benzoate., 6 mois après ouverture.]|"
19,10€ / L"|"
1,91 €"
2105|Lait démaquillant à l'extrait de fleur d'oranger & à l'aloe vera.|Le flacon de 200ml|[Origine : FRANCE, Le lait démaquillant Monoprix Bio démaquille et élimine facilement les traces de maquillage. Sa formule est adaptée au démaquillage des yeux. Votre peau est douce et hydratée. Sa texture ne laisse pas de film gras sur la peau., Convient à tout type de peau. Appliquez matin et soir à l'aide d'un coton sur le visage et le décolleté. Renouvelez l'opération jusqu'à élimination de toute trace de maquillage., Aqua, aloe barbadensis leaf juice*, caprylic/capric triglyceride, polyglyceryl-3 dicitrates/stearate, glycerin, glyceryl stearate, butyrospermum parkii butter*, benzyl alcohol, sodium benzoate, xanthan gum, aroma, argania spinosa kernel oil*, citrusaurantium amara flower water*, citric acid, tetrasodium glutamate diacetate, sodium hydroxide, gluconolactone, geraniol, limonene, linalool. *Ingrédients issus de l'agriculture biologique. 98% du total des ingrédients sont d'origine naturelle. 21% dutotal des ingrédients sont issus de l'agriculture biologique., 12 mois après ouverture.]|"
20,95€ / L"|"
4,19 €"
2106|Lait démaquillant à l'extrait de fleur d'oranger & à l'aloe vera.|Le flacon de 200ml|[Origine : FRANCE, Le lait démaquillant Monoprix Bio démaquille et élimine facilement les traces de maquillage. Sa formule est adaptée au démaquillage des yeux. Votre peau est douce et hydratée. Sa texture ne laisse pas de film gras sur la peau., Convient à tout type de peau. Appliquez matin et soir à l'aide d'un coton sur le visage et le décolleté. Renouvelez l'opération jusqu'à élimination de toute trace de maquillage., Aqua, aloe barbadensis leaf juice*, caprylic/capric triglyceride, polyglyceryl-3 dicitrates/stearate, glycerin, glyceryl stearate, butyrospermum parkii butter*, benzyl alcohol, sodium benzoate, xanthan gum, aroma, argania spinosa kernel oil*, citrusaurantium amara flower water*, citric acid, tetrasodium glutamate diacetate, sodium hydroxide, gluconolactone, geraniol, limonene, linalool. *Ingrédients issus de l'agriculture biologique. 98% du total des ingrédients sont d'origine naturelle. 21% dutotal des ingrédients sont issus de l'agriculture biologique., 12 mois après ouverture.]|"
20,95€ / L"|"
4,19 €"
2107|Lait demaquillant douceur, hydrate&adoucit, peaux séches et sensibles, huiles d'amande.|Le flacon de 100ml|[Origine : FRANCE, A l'huile d'amande douce et de coton., Aqua, isopropyl palmitate, glycerin, caprylic/capric triglyceride, cetearyl alcohol, glyceryl stearate, PEG-100 stearate, dimethicone, parfum, acrylates/C10-30 alkyl acrylate crosspolymer, prunus amygdalus dulcis oil, tocopheryl acetate, xanthan gum,gossypium herbaceum seed oil, 1,2-hexanediol, caprylyl glycol, sodium hydroxide methylisothiazolinone, tropolone, CI17200, lecithin, ascorbyl palmitate, CI42090, citric acid., 6 mois après ouverture.]|"
18,60€ / L"|"
1,86 €"
2108|Lait démaquillant douceur, hydrate et adoucit, peaux sèches et sensibles, huile d'amande.|Le flacon de 500ml|[Origine : FRANCE, Sa formule enrichie en huiles d'amande douce et de coton et en vitamine E apporte douceur et souplesse à votre peau et la protège des tiraillements. Texture non grasse., Appliquez matin et soir sur votre peau du bout des doigts ou avec un coton., Aqua, isopropyl palmitate, glycerin, caprylic/capric triglyceride, cetearyl alcohol, glyceryl stearate, peg-100 stearate, dimethicone, parfum, acrylates/c10-30 alkyl acrylate crosspolymer, prunus amygdalus dulcis oil, tocopheryl acetate, xanthan gum,gossypium herbaceum seed oil, 1,2-hexanediol, caprylyl glycol, sodium hydroxide, methylisothiazolinone, tropolone, CI17200, lecithin, ascorbyl palmitate, CI42090, citric acid., 6 mois après ouverture.]|"
11,72€ / L"|"
5,86 €"
2109|Lait démaquillant douceur à l'huile d'amande, pour peaux sèches et sensibles|Le flacon 200ml|[Origine : FRANCE, Le lait démaquillant conçu pour les peaux sèches et sensibles, démaquille et élimine en douceur toute trace de maquillage et d'impuretés.Sa formule enrichie en huiles d'amande douce et de coton et en vitamine E apporte douceur et souplesse à votre peau et la protège des tiraillements., Appliquez matin et soir sur votre peau du bout des doigts ou avec un coton., Aqua, isopropyl palmitate, glycerin, caprylic/capric triglyceride, cetearyl alcohol, glyceryl stearate, peg-100 stearate, dimethicone, parfum, acrylates/c10-30 alkyl acrylate crosspolymer, prunus amygdalus dulcis oil, tocopheryl acetate, xanthan gum,gossypium herbaceum seed oil, 1,2-hexanediol, caprylyl glycol, sodium hydroxide, methylisothiazolinone, tropolone, CI 17200, lecithin, ascorbyl palmitate, CI 42090n citric acid., Se conserve 6 mois après ouverture.]|"
14,50€ / L"|"
2,90 €"
2110|Lotion tonique douceur, rafraîchit & hydrate, peaux sèches et sensibles, huiles d'amande.|Le flacon de 200ml|[Origine : FRANCE, La lotion tonique tonifie et rafraîchit en douceur les peaux sèches et sensibles. Sans alcool, elle purifie votre peau et la rafraîchit sans laisser de film gras, pour une sensation de confort., Appliquez matin et soir sur le visage à l'aide d'un coton., aqua, propylene glycol, peg-40 hydrogenated castor oil, polysorbate 20, glycerin, parfum, sweet almond oil peg-8 esters, tocopheryl acetate, gossypium herbaceum seed oil, 1,2-hexanediol, caprylyl glycol, disodium edta, citric acid, sodium hydroxide,methylisothiazolinone, tropolone, CI 17200, lecithin, ascorbyl palmitate, CI 42090., Se conserve 12 mois après ouverture.]|"
14,50€ / L"|"
2,90 €"
2111|Démaquillant bi-phase, huile & eau micellaire|Le flacon de 200ml|[Origine : FRANCE, Ce démaquillant Bi-Phase associe la double efficacité de l'huile et de l'eau micellaire pour éliminer tous les maquillages même les plus résistants, en un temps record. Enrichi en huile de coton nourrissante et en eau de bleuet bio adoucissante, il laisse la peau incroyablement nette, douce et confortable., Bien agiter avant utilisation pour mélanger les deux phases. Appliquez à l'aide d'un coton sur l'ensemble du visage, des yeux et des lèvres. Ne nécessite pas de rinçage. Ne pique pas les yeux., Aqua, isododecane, dimethicone, methylpropanediol, hexyl laurate, sodium chloride, benzyl alcohol, salicylic acid, phenethyl alcohol, centaurea cyanus flower water, melissa officinalis flower/leaf/stem water, caprylyl/capryl glucoside, potassium hydroxide gossypium herbaceum seed oil, ethylhexyl cocoate, citric acid, sodium benzoate, potassium sorbate, lecithin, ascorbyl palmitate, Cl60725. Sans alcool., 6 mois après ouverture.]|"
26,75€ / L"|"
5,35 €"
2112|Démaquillant Intégral visage, yeux et lèvres, tous types de peaux même sensibles|Le flacon pompe de 200ml|[Origine : FRANCE, Le démaquillant Intégral Barbara Gould démaquille le visage, les yeux et les lèvres en un seul geste, dans la plus grande douceur. Parfaitement nettoyée, la peau est fraîche et confortable.Il élimine efficacement tous les types de maquillages, même waterproof et longue tenue. Sa texture gel-crème, légère et non grasse, ne laisse pas de film gras sur votre peau et ne nécessite aucun rinçage. Sa formule, enrichie en eau de fleur d'oranger aux vertus relaxantes et adoucissantes, hydrate votre peauet la laisse douce., Appliquez une noisette de Démaquillant Intégral, du bout des doigts ou sur un coton, sur l'ensemble du visage et des yeux. Inutile de rincer. Pratique, la pompe s'ouvre et se ferme par simple rotation., Aqua, butylene glycol, isododecane, citrus aurantium amara flower distillate, glycerin, isohexadecane, isononyl isononanoate, cetearyl alcohol, poloxamer 124, propylene glycol acrylates/C10-30 alkyl acrylate crosspolymer, triethanolamine, diazolidinyl urea, parfum, panthenol, methylparaben, tetrasodium edta, potassium sorbate, sodium methylparaben, sodium propylparaben, propylparaben, butylphenyl methylpropional, benzyl salicylate, citronellol, eugenol, geraniol, limonene, linalool, Cl15985., 12 mois après ouverture.]|"
29,10€ / L"|"
5,82 €"
2113|Eau démaquillante visage,yeux et lèvres, nettoie en douceur, tonifie et hydrate, formule haute tolérance.|Le flacon-pompe de 300ml|[Origine : ROYAUME UNI, L'Eau Démaquillante Barbara Gould élimine en douceur le maquillage et les impuretés du visage. Sa formule sans alcool, enrichie en agents hydratants, laisse la peau douce et purifiée.Parfaitement démaquillée, votre peau est nette, fraîche et tonifiée, avec une agréable sensation de confort. Testée sous contrôle dermatologique et ophtalmologique. Hydratation prouvée cliniquement., Appliquez à l'aide d'un coton sur l'ensemble du visage, des yeux et des lèvres. Inutile de rincer. Peut aussi être utilisée le matin pour rafraîchir et tonifier votre peau dès le réveil., Aqua, butylene glycol, sodium coceth sulfate, peg-40 glyceryl cocoate, biosaccharide gum-1, propylene glycol, diazolidinyl urea, methylparaben, propylparaben, ethylparaben, butylparaben, isobutylparaben, phenoxyethanol, sorbitol, oleth-20, citric acid, tetrasodium EDTA, parfum, sodium hydroxide, benzyl salicylate, butylphenyl methylpropional, limonene, linalool., 12 mois après ouverture.]|"
16,83€ / L"|"
5,05 €"
2114|L'eau Micellaire, Démaquillage bio visages - yeux - lèvres, Tous types de peaux même sensibles|Le flacon pompe de 250ml|[Origine : FRANCE, Riche en micelles, assemblage optimum d'agents nettoyants doux, l'Eau Micellaire purifie la peau en la débarrassant efficacement des impuretés et traces de maquillage.Enrichie en Eau de Mélisse Bio aux vertus adoucissantes, elle laisse la peau douce,fraîche et confortable, sans sensation de tiraillement ni effet collant., Appliquez à l'aide d'un coton sur l'ensemble du visage, des yeux et des lèvres. L'eau Micellaire peut aussi être utilisée le matin pour rafraîchir et tonifier votre peau dès le réveil. Pratique, la pompe s'ouvre et se ferme par rotation. Ne pique pasles yeux. Sans rinçage., Aqua, caprylyl/capryl glucoside, benzyl alcohol, melissa officinalis flower/leaf/steam water*, sodium benzoate, potassium sorbate, decyl glucoside, parfum, aloe barbadensis leaf juice*, citric acid, tetrasodium glutamate diacetate, sodium hydroxide,citral, limonene, linalool. *Ingrédients issus de l'agriculture biologique. 99,12% du total des ingrédients sont d'origine naturelle. 10,49% du total des ingrédients. Sans alcool. Sans paraben. Sans colorant., 6 mois après ouverture.]|"
23,44€ / L"|"
5,86 €"
2115|L'eau Micellaire, Démaquillage bio visages - yeux - lèvres, Tous types de peaux même sensibles|Le flacon pompe de 250ml|[Origine : FRANCE, Riche en micelles, assemblage optimum d'agents nettoyants doux, l'Eau Micellaire purifie la peau en la débarrassant efficacement des impuretés et traces de maquillage.Enrichie en Eau de Mélisse Bio aux vertus adoucissantes, elle laisse la peau douce,fraîche et confortable, sans sensation de tiraillement ni effet collant., Appliquez à l'aide d'un coton sur l'ensemble du visage, des yeux et des lèvres. L'eau Micellaire peut aussi être utilisée le matin pour rafraîchir et tonifier votre peau dès le réveil. Pratique, la pompe s'ouvre et se ferme par rotation. Ne pique pasles yeux. Sans rinçage., Aqua, caprylyl/capryl glucoside, benzyl alcohol, melissa officinalis flower/leaf/steam water*, sodium benzoate, potassium sorbate, decyl glucoside, parfum, aloe barbadensis leaf juice*, citric acid, tetrasodium glutamate diacetate, sodium hydroxide,citral, limonene, linalool. *Ingrédients issus de l'agriculture biologique. 99,12% du total des ingrédients sont d'origine naturelle. 10,49% du total des ingrédients. Sans alcool. Sans paraben. Sans colorant., 6 mois après ouverture.]|"
23,44€ / L"|"
5,86 €"
2116|Lait à l'eau micellaire, démaquillant hydra confort visage & yeux, peaux sèches et sensibles.|Le flacon de 200ml|[Origine : FRANCE, Sa formule onctueuse à base d'eau micellaire, d'eau de mélisse bio adoucissante et d'huile d'amande douce, élimine parfaitement les impuretés et traces de maquillage, même les plus résistantes. Ce lait démaquillant répond aux exigences des peaux sèches et sensibles recherchant douceur, hydratation et confort. Lait non gras. Ne pique pas les yeux., Appliquez à l'aide d'un coton sur l'ensemble du visage et des yeux. Ne pique pas les yeux., Aqua, ethylhexyl, cocoate, glycerin, paraffinum liquidum, sorbitan stearate, ceteth-20, cetyl alcohol, prunus amygdalus dulcis oil, phenoxyethanol, zea mays starch, melissa officinalis flower/leaf/stem water, parfum, xanthan gum, sorbic acid, carbomer, sodium hydroxide, citric acid,  caprylyl/capryl glucoside, sodium benzoate, potassium sorbate tocopherol benzyl salicylate linalool, butylphenyl methylpropional limonene eugenol, citronellol, geraniol, benzyl alcohol, benzyl benzoate. Sans colorant. Sans alcool., 6 mois après ouverture.]|"
26,75€ / L"|"
5,35 €"
2117|Eau démaquillante, thé vert, peaux ternes & stressées|Le spray de 200ml|[Origine : FRANCE, La caution des laboratoires Diadermine : une haute compatibilité avec la peau vérifiée par des tests de tolérance. Une efficacité testée et prouvée scientifiquement en laboratoires. Un respect de la peau contrôlé par des dermatologues. Tous les jours, la peau est agressée parla pollution, le stress et le maquillage. L'Eau Démaquillante Dermo Detox démaquille visage, yeux et lèvres tout en détoxifiant* la peau. Appliquez matin et soir avec un coton, ou directement sur votre visage. Ne pas rincer.*En purifiant en douceur., Aqua, dipropylene glycol, hexanediol, poloxamer 184, glycerin, propylene glycol, panthenol, sorbitol, peg-40 hydrogenated castor oil, trideceth-9, parfum, camellia sinensis leaf extract, centaurea cyanus flower extract, calcium pantothenate, biosaccharide gum-1, pantolactone, polysorbate 20, benzoic acid, phenoxyethanol, methylparaben., A utiliser dans les 12 mois après ouverture.]|"
30,35€ / L"|"
6,07 €"
2118|Gelée démaquillante haute performance, nettoie, apaise, adoucit, visage et yeux non-gras, peaux sèches et sensibles.|le flacon de 200ml|[Origine : FRANCE]|"
28,60€ / L"|"
5,72 €"
2119|Lait démaquillant Express 3 en 1, visage, yeux et lèvres|Le flacon de 200ml|[Origine : AUTRICHE]|"
22,90€ / L"|"
4,58 €"
2120|Lait démaquillant hydratant, peau douce et veloutée, peaux sèches & sensibles|Le flacon de 200ml|[Origine : FRANCE, Actions : le Lait Démaquillant Hydratant enlève délicatement les impuretés et toutes traces de maquillage, même waterproof. Sa formule hydrate, apaise et adoucit la peau.Résultats visibles : parfaitement démaquillée, votre peau est aussi hydratée pendant 8h. Elle est confortable et incroyablement douce., Appliquez matin et soir du bout des doigts, ou à l'aide d'un coton, puis utilisez une lotion tonique., Aqua, paraffinum liquidum, triceteareth-4 phosphate, glycerin, ceteareth-12, cetearyl alcohol, sorbitol, taurine, panthenol, carbomer, tocopheryl acetate, parfum, hydroxypropyl methylcellulose, xanthan gum, calcium pantothénate, trisodium dicarboxymethyl alaninate, pantolactone, phenoxyethanol, methylparaben, propylparaben, Cl16035., 12 mois après ouverture.]|"
21,10€ / L"|"
4,22 €"
2121|Lotion tonique, peau douce et velouté, peaux sèches & sensibles|Le flacon de 200ml|[Origine : FRANCE, Les peaux sèches et sensibles ont des besoins particuliers : elles ont besoin d'être hydratées, nourries et protégées pour lutter contre leur fragilité et leur sensibilité. C'est pour répondre à ces attentes spécifiques que les laboratoires Diadermine ont développé la lotion tonique apaisante. Actions : la lotion tonique apaisante tonifie et rafraîchit les peaux sèches et sensibles. Sa formule, à l'activateur de dermo-lipides, préserve leur niveau d'hydratation naturel et les apaise. Résultats visibles : parfaitement tonifiée, votre peau est aussi apaisée. Elle est hydratée et retrouve douceur et souplesse., Appliquez matin et soir avec un coton, après vous être démaquillée., Valeur énergétique en Joules :  0, Valeur énergétique en Kcal : 0, Glucides : 0, Lipides : 0, Protides :0, Aqua, dipropylene glycol, poloxamer 184, panthenol, taurine, retinyl palmitate, linoleic acid, tocopherol, paba, calcium pantothenate, chitosan glycolate, propylene glycol, peg-40 hydrogenated castor oil, trideceth-9, polysorbate 20, lactic acid, benzophenone-4, parfum, tetrasodium edta, phenoxyethanol, sodium benzoate, Cl16035., A utiliser dans les 12 mois après ouverture.]|"
20,35€ / L"|"
4,07 €"
2122|Solution micellaire tout en 1, peaux sensibles, nettoie + démaquille + apaise sans rinçage.|Le flacon de 400ml|[Origine : FRANCE, La Solution Micellaire Tout en 1 nettoie, démaquille et apaise en un seul geste et sans rinçage visage, yeux et lèvres. Une formule apaisante, sans parfum et sans paraben, qui convient à toutes les peaux mêmes sensibles., Nettoyez visage, yeux et lèvres à l'aide de cotons imbibés de produit, sans frotter et sans rincer., Aqua/water, hexylene glycol, glycerin, disodium cocoamphodiacetate, disodium edta, poloxamer 184, polyaminopropyl biguanide (B162919/4). Sans parfum., 6 mois après ouverture.]|"
14,90€ / L"|"
5,96 €"
2123|Solution micellaire, démaquillant visage et yeux, peaux et yeux sensibles|Le flacon de 200ml|[Origine : FRANCE, Sa formule exclusive est composée de capteurs d'impuretés, les micelles, qui attirent et décollent le maquillage et les impuretés sans effort.Un seul geste fait disparaître toute trace de maquillage rapidement et sans frotter ! Sa formule fluide combine efficacité et soin : moins de passages réduisent le risque d'irritations. L'équilibre hydrolipidique cutané et le pH neutre de la formule apaisent les irritations pour laisser la peau douce et agréable., Appliquez sur un coton puis démaquillez votre visage et vos yeux. Inutile de frotter, le maquillage est éliminé tout en douceur. Ne se rince pas. Convient aux porteurs de lentilles., Aqua/water, hexylene glycol, glycerin, poloxamer 184, centaurea cyanus/centaurea cyanus flower extract, dihydrocholeth-30, disodium cocoamphodiacetate, disodium edta, panthenol, polyaminopropyl biguanide, sodium chloride, parfum/fragrance. (Code F.I.L. B29519/1). Sans alcool, sans savon, sans colorant., 6 mois après ouverture.]|"
27,25€ / L"|"
5,45 €"
2124|Huile Démaquillante Eclat Sublime|Le flacon de 250ml|[Origine : FRANCE, L'huile démaquillante sensationnelle nettoie la peau et permet d'éliminer en un clin d'oeil toutes traces de maquillage même les plus résistantes. Efficace et rapide. En plus d'un nettoyage ultra efficace, cette huile est particulièrement douce et convient à tous les types de peau. Elle laisse une peau nette et sublimée qui retrouve tout son éclat., L'huile démaquillante s'applique sans coton. Répartissez 2 ou 3 doses d'huile sur votre visage sec avec les mains sèches. Masser le produit sur votre peau et vos cils. Ajouter quelques gouttes d'eau pour émulsionner le produit jusqu'à ce que l'huiledevienne laiteuse. Rincer abondamment sans frotter., Paraffinum liquidum/mineral oil, caprylic/capric triglyceride, ethylhexyl stearate, isohexadecane, peg-20 glyceryl triisostearate, aqua/water, tocopheryl acetate, phenoxyethanol, parfum/fragrance. (FIL B158176/2)., 6 mois après ouverture.]|"
48,00€ / L"|"
7,20 €"
2125|Lait Démaquillant Absolue Douceur|Le flacon de 200ml|[Origine : FRANCE, Chaque jour, il nettoie parfaitement et démaquille délicatement le visage et les yeux. Sa formule enrichie en Oméga-Céramide hydrate et apaise la peau.Parfaitement nette et hydratée, la peau est souple et confortable, elle ne tire pas. Toucher doux et velouté immédiat., Matin et soir, appliquer sur le visage à l'aide d'un coton., 6 mois après ouverture.]|"
25,70€ / L"|"
5,14 €"
2126|Lait Démaquillant Age Perfect|Le flacon de 200ml|[Origine : FRANCE, Innovation des Laboratoires de L'Oréal, le Lait Nettoyant Défatigant ACE PERFECT, est spécialement conçu pour les peaux matures. ACTION: Le Lait Nettoyant Défatigant AGE PERFECT est enrichi en Vitamine C reconnue pour son action exfoliante et lissante et en Magnésium pour ses vertus défatigantes et redynamisantes: il nettoie la peau en profondeur, - il élimine toutes les impuretés (pollution, maquillage...) sans dessécher la peau, il défatigue et lisse la peau., Matin et soir, appliquez sur le visage à l'aide d'un coton., AQUA / WATER, PARAFFINUM LIQUIDUM / MINERAL OIL, ISOPROPYL PALMITATE, GLYCERIN, CYCLOPENTASILOXANE, STEARYL ALCOHOL, SUCROSE STEARATE, STEARIC ACID, AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, XANTHAN GUM, MAGNESIUM GLUCONATE, ASCORBYL GLUCOSIDE, METHYLPARABEN, DIAZOLIDINYL UREA, BUTYLPARABEN, PARFUM / FRAGRANCE, LIMONENE, LINALOOL, ALPHA-ISOMETHYL IONONE, BENZYL BENZOATE, GERANIOL, CITRONELLOL (FIL B11365/1)., 12 mois après ouverture.]|"
35,30€ / L"|"
7,06 €"
2127|Lait Démaquillant Eclat Sublime|Le flacon de 200ml|[Origine : FRANCE]|"
25,50€ / L"|"
5,10 €"
2128|Mousse Nettoyante Aérienne Incroyable Fraîcheur|Le flacon de 150ml|[Origine : FRANCE, Cette mousse aérienne, enrichie de millions de bulles d'actifs purifiants, libère la peau de ses impuretés et des restes de maquillage., Peaux normales à mixtes. Utilisez matin et soir après avoir humidifié votre visage, répartissez la mousse sur votre peau, massez du bout des doigts et rincez abondamment., 6 mois après ouverture.]|"
39,47€ / L"|"
5,92 €"
2129|Solution Micellaire Démaquillante Absolue Douceur|Le flacon de 200ml|[Origine : FRANCE, Cette solution permet de capter et éliminer les impuretés et le maquillage des yeux, du visage et des lèvres. Douce et respectueuse de la peau, elle convient même aux peaux sensibles. Votre peau est pure, confortable et adoucie sans sensation d'inconfort ou d'irritations., Pour visage, yeux & lèvres. Peaux sèches et sensibles. Utilisez matin et soir en appliquant sa texture fraîche à l'aide d'une disque de coton sur votre visage et votre cou. Nul besoin de frotter ou de rincer., Aqua, hexylene glycol, glycerin, poloxamer 184, disodium cocoamphodiacetate, disodium edta, polyaminopropyl biguanide (FIL B54894/1)., 6 mois après ouverture.]|"
26,20€ / L"|"
5,24 €"
2130|Tonique Caresse Absolue Douceur|Le flacon de 200ml|[Origine : FRANCE, Source de fraîcheur quotidienne, ce tonique élimine délicatement les impuretés et parfait le maquillage. Sa formule enrichie en Oligo-Protéines apaise la peau et la préserve du dessèchement.Parfaitement nette et hydratée, la peau est fraîche et lumineuse. Toucher doux et velouté immédiat., Essuyer le visage avec un coton imprégné du tonique velouté, sans frotter., Aqua/water, glycerin, PEG-60 hydrogenated castor oil, carbomer, triethanolamine, hydroxyethylcellulose, hydrolyzed lupine protein, polystyrene, methylparaben, chlorphenesin, phenoxyethanol, Cl16035/red 40, parfum/fragrance, hydroxyisohexyl 3-cyclohexene carboxaldehyde, butylphenyl methylpropional, alpha-isomethyl ionone., 6 mois après ouverture.]|"
25,70€ / L"|"
5,14 €"
